,product,level_1,level_2,target,,,
15571,Tinh chất Bergamo The Luxury Skin Science Premium Gold,Sức khỏe - Làm đẹp,Chăm sóc da,Bộ chăm sóc da mặt,,,
15911,Kem Che Khuyết Điểm AF,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm mặt,,,
16031,La Mer - The Brilliance Brightening Mask Set ($250 ~ 7xxx),Sức khỏe - Làm đẹp,Chăm sóc da,Bộ chăm sóc da mặt,,,
16191,MAT NA VITA MEDIHEL,Sức khỏe - Làm đẹp,Chăm sóc da,Mặt nạ dưỡng da,,,
11631,Kem chống nắng A'Pieu Pure Block Natural Sun Cream,Sức khỏe - Làm đẹp,Chăm sóc da,Sản phẩm chống nắng và phục hồi,,,
15191,Kem chống nắng Garnier SPF50 #Trẻ Em,Sức khỏe - Làm đẹp,Chăm sóc da,Sản phẩm chống nắng và phục hồi,,,
10531,lăn enchenter nữ,Sức khỏe - Làm đẹp,Chăm sóc cơ thể,Sản phẩm khử mùi,,,
15011,Thơm người Hebora,Sức khỏe - Làm đẹp,Chăm sóc cơ thể,Sản phẩm khử mùi,,,
15731,Lăn NIvia,Sức khỏe - Làm đẹp,Chăm sóc cơ thể,Sản phẩm khử mùi,,,
15891,Nivea- lăn ngăn mùi nam B &W 50ml,Sức khỏe - Làm đẹp,Chăm sóc cơ thể,Sản phẩm khử mùi,,,
2631,Gel tri mun CLINIQUE 30ml,Sức khỏe - Làm đẹp,Chăm sóc da,Sản phẩm trị mụn,,,
15451,Keo Lột Mụn Nghệ,Sức khỏe - Làm đẹp,Chăm sóc da,Sản phẩm trị mụn,,,
15591,Clinique Gel Trị Mụn Acne Solution Cliniqueical 3ml,Sức khỏe - Làm đẹp,Chăm sóc da,Sản phẩm trị mụn,,,
351,FAMI hộp 36h.thùng,Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa nước,,,
871,sữa chua uống vnm lốc,Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa nước,,,
8711,váng sữa monte lốc,Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sản phẩm từ sữa khác,,,
9591,Sữa Devondale Our Creamy One Full Cream 200ml (1 lốc 6 hộp),Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa nước,,,
10051,SN Nestle VANI ÍT ĐƯỜNG180ML,Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa nước,,,
10931,Sữa My joy hương cam đào 180ml,Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa nước,,,
11951,SCU Fristi vi tao lo nhua 80ml,Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa nước,,,
18891,Sữa chua uống tiệt trùng Topkid Dâu 110ml,Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa nước,,,
13411,Sim Mobi Chuyên mạng 350k,Điện thoại - Máy tính bảng,Phụ kiện điện thoại,Sim & thẻ cào,,,
14731,"Mobi card 200,000",Điện thoại - Máy tính bảng,Phụ kiện điện thoại,Sim & thẻ cào,,,
8191,Bỏng to mật ong 255g,Thực phẩm - Đồ uống,Bánh kẹo,Snack,,,
9911,Fisho 25g vị cay,Thực phẩm - Đồ uống,Bánh kẹo,Snack,,,
12111,Bim bim LG 2k,Thực phẩm - Đồ uống,Bánh kẹo,Snack,,,
17031,Khoai tây sấy Calbee vị muối 50gr,Thực phẩm - Đồ uống,Bánh kẹo,Snack,,,
12611,Socola xe hơi 360g,Thực phẩm - Đồ uống,Bánh kẹo,Socola,,,
18911,SOCOLA VIGOS,Thực phẩm - Đồ uống,Bánh kẹo,Socola,,,
15051,(2)Sơn gel dnd dc 122,Đồ gia dụng,Sửa chữa nhà cửa,"Sơn, dầu mỡ, hóa chất",,,
15391,Sơn thạch Vinimay 22,Đồ gia dụng,Sửa chữa nhà cửa,"Sơn, dầu mỡ, hóa chất",,,
17751,Lăn sơn 23cm,Đồ gia dụng,Sửa chữa nhà cửa,"Sơn, dầu mỡ, hóa chất",,,
17971,Sơn bóng cao cấp ngoài trời K360-345OW-20kg,Đồ gia dụng,Sửa chữa nhà cửa,"Sơn, dầu mỡ, hóa chất",,,
18031,Sơn Lót Nội Thất Anotex Primer 18L,Đồ gia dụng,Sửa chữa nhà cửa,"Sơn, dầu mỡ, hóa chất",,,
11051,Pediasure Anh vani 400g,Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa bột,,,
12491,Sữa Vinamilk Dielac Grow plus 180ml,Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa nước,,,
12671,grow plus nhẹ cân 2+ vinamilk,Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa bột,,,
12831,Sua NTF Riso Opti Gold 1 lon 900g,Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa bột,,,
451,"Sữa chua bled lốc 2 tự nhiên , đào lê",Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa chua,,,
191,Tắm gội toàn thân Pigeon 100ml,Sức khỏe - Làm đẹp,Chăm sóc cơ thể,"Sữa tắm, xà bông, muối tắm",,,
9851,YvR-Tắm ylang(ngọc lan tây+nhài) 200ml,Sức khỏe - Làm đẹp,Chăm sóc cơ thể,"Sữa tắm, xà bông, muối tắm",,,
15311,Sửa Tắm HAPPY BATH #Real_meal,Sức khỏe - Làm đẹp,Chăm sóc cơ thể,"Sữa tắm, xà bông, muối tắm",,,
1911,VNM bich 220ml (Dau),Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa nước,,,
8411,Sữa Vinamilk có đường 220ml,Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa nước,,,
11151,Fami Hộp 200ml,Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa nước,,,
17011,VNM Socola - 220ml,Thực phẩm - Đồ uống,Sữa - Sản phẩm từ sữa,Sữa nước,,,
5551,Vớ sợi tre cổ trung RB-01,Thời trang - Phụ kiện,Phụ kiện nam,"Tất, vớ nam",,,
12451,TẤT CO-08,Thời trang - Phụ kiện,Phụ kiện nam,"Tất, vớ nam",,,
891,tất lưới set 5,Thời trang - Phụ kiện,Phụ kiện nữ,"Tất, vớ nữ",,,
3191,Vớ ren bi,Thời trang - Phụ kiện,Phụ kiện nữ,"Tất, vớ nữ",,,
3771,TẤT NỮ CAO CỔ MAIMC,Thời trang - Phụ kiện,Phụ kiện nữ,"Tất, vớ nữ",,,
3971,Tất TE Siêu Đẹp sù 4 - 8,Thời trang - Phụ kiện,Phụ kiện nữ,"Tất, vớ nữ",,,
12291,Tất hài tai thỏ,Thời trang - Phụ kiện,Phụ kiện nữ,"Tất, vớ nữ",,,
2291,Nước tẩy trang l'oreal 400ml,Sức khỏe - Làm đẹp,Trang điểm,Dụng cụ tẩy trang,,,
2331,Tẩy trang La Roche Posay 400ml,Sức khỏe - Làm đẹp,Trang điểm,Dụng cụ tẩy trang,,,
15131,nước tẩy trang bio hồng 500ml,Sức khỏe - Làm đẹp,Trang điểm,Dụng cụ tẩy trang,,,
15671,TẨY TRANG GARNIER,Sức khỏe - Làm đẹp,Trang điểm,Dụng cụ tẩy trang,,,
15791,tẩy trang bifesta thu nhỏ lỗ chân lông,Sức khỏe - Làm đẹp,Trang điểm,Dụng cụ tẩy trang,,,
12411,THảm hoa 3D,Đồ gia dụng,Đồ dùng nhà tắm,Thảm chùi chân,,,
3871,Nịt Nam HM Bảng Nhỏ 2 Mặt FullBox,Thời trang - Phụ kiện,Phụ kiện nam,"Thắt lưng, dây nịt nam",,,
5031,QKK Trơn Thắt Lưng KA+ D129 Xám,Thời trang - Phụ kiện,Phụ kiện nam,"Thắt lưng, dây nịt nam",,,
5931,"Dây lưng nam khóa trượt, dây may 2 bên da vân cá sấu, màu đen",Thời trang - Phụ kiện,Phụ kiện nam,"Thắt lưng, dây nịt nam",,,
3531,KĐR APAGARD TO,Sức khỏe - Làm đẹp,Chăm sóc cá nhân,Kem - Thuốc đánh răng,,,
3571,Thắt lưng COWATHER DN44 ĐEN ( CHÍNH HÃNG ),Thời trang - Phụ kiện,Phụ kiện nữ,"Thắt lưng, dây nịt nữ",,,
1171,"Đầm bg 2 dây tn Gymboree xuất nhiều kiểu hoa, sọc 6/12m-14",Thời trang - Phụ kiện,Thời trang bé gái,Trang phục bé gái,,,
2211,RUỐC CÁ MIX TRỨNG,Thực phẩm - Đồ uống,Thực phẩm khô,Thực phẩm ăn liền,,,
9131,Xúc xích DD bò 175g,Thực phẩm - Đồ uống,Thực phẩm khô,Thực phẩm ăn liền,,,
10451,mì gà koreno,Thực phẩm - Đồ uống,Thực phẩm khô,Thực phẩm ăn liền,,,
11451,MÌ UNIF RAU THƠM,Thực phẩm - Đồ uống,Thực phẩm khô,Thực phẩm ăn liền,,,
12311,KOKOMI THƯỜNG TÔM CHUA CAY,Thực phẩm - Đồ uống,Thực phẩm khô,Thực phẩm ăn liền,,,
12351,Mì bò rau thơm tô VIFON,Thực phẩm - Đồ uống,Thực phẩm khô,Thực phẩm ăn liền,,,
12711,mì xào tiểu nhị sốt hành,Thực phẩm - Đồ uống,Thực phẩm khô,Thực phẩm ăn liền,,,
11111,Asahi Deer-Natura Collagen 20 ngày 120 viên,Sức khỏe - Làm đẹp,Thực phẩm chức năng,Thực phẩm chức năng khác,,,
16171,thải độc gan swisse liver detox 120v 2019,Sức khỏe - Làm đẹp,Thực phẩm chức năng,Thực phẩm chức năng khác,,,
9271,Ginkgo Biloba 300 Viên Trunature,Sức khỏe - Làm đẹp,Thực phẩm chức năng,Thực phẩm chức năng sức khỏe,,,
10631,BÒ KHÔ KHAY 50G,Thực phẩm - Đồ uống,Thực phẩm khô,Thực phẩm ăn liền,,,
12051,Hạt dưa Tứ Hưng 300g,Thực phẩm - Đồ uống,Thực phẩm khô,Thực phẩm ăn liền,,,
16571,Khô bò ( khô gà ),Thực phẩm - Đồ uống,Thực phẩm khô,Thực phẩm ăn liền,,,
15071,Bộ Uốn Duỗi Osiu (3 Bịch),Sức khỏe - Làm đẹp,Chăm sóc tóc và da đầu,"Thuốc duỗi, uốn",,,
16391,phần chả ram,Thực phẩm - Đồ uống,Thực phẩm đã qua chế biến,Thực phẩm đã qua chế biến khác,,,
8591,Chả cá phú sỉ,Thực phẩm - Đồ uống,Thực phẩm đã qua chế biến,Thủy - Hải sản đông lạnh,,,
9371,Chả Tôm TĐ 500g,Thực phẩm - Đồ uống,Thực phẩm đã qua chế biến,Thủy - Hải sản đông lạnh,,,
19011,Tôm khô lớn 200g,Thực phẩm - Đồ uống,Thực phẩm đã qua chế biến,Thủy - Hải sản khô,,,
19031,Lân cá,Thực phẩm - Đồ uống,Thực phẩm tươi,Thủy - Hải sản,,,
10271,Bộ bát,Đồ gia dụng,Đồ dùng phòng ăn,"Tô, chén. đĩa",,,
10731,Tô 6 khum đỏ đen,Đồ gia dụng,Đồ dùng phòng ăn,"Tô, chén. đĩa",,,
12591,Đĩa 140128,Đồ gia dụng,Đồ dùng phòng ăn,"Tô, chén. đĩa",,,
10551,Nho vàng Ninh Thuận,Thực phẩm - Đồ uống,Thực phẩm tươi,Trái cây tươi,,,
10771,BH LAI PHÚ SẦU RIÊNG 120G,Thực phẩm - Đồ uống,Thực phẩm tươi,Trái cây tươi,,,
11011,Round - Kiwi apple 0mg,Thực phẩm - Đồ uống,Thực phẩm tươi,Trái cây tươi,,,
16371,Táo đỏ Hàn Quốc 500g,Thực phẩm - Đồ uống,Thực phẩm tươi,Trái cây tươi,,,
16671,CÀ CHUA NGUYÊN CHẤT,Thực phẩm - Đồ uống,Thực phẩm tươi,Trái cây tươi,,,
18831,Xí muội Mận Đài Loan Sweet House 200g,Thực phẩm - Đồ uống,Thực phẩm tươi,Trái cây tươi,,,
18971,Dưa leo F1 - 017 ( 1 gam ),Thực phẩm - Đồ uống,Thực phẩm tươi,Trái cây tươi,,,
18991,Sung ngọt Nam Phi (quả Figs),Thực phẩm - Đồ uống,Thực phẩm tươi,Trái cây tươi,,,
19051,MANG CAU NA,Thực phẩm - Đồ uống,Thực phẩm tươi,Trái cây tươi,,,
1651,Kem Nền Givenchy Teint Couture Balm 5ml SPF15 PA+++ tester,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm khác,,,
18691,Kem BB Cream hữu cơ Fleurance Nature 40ml,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm khác,,,
5271,KẸP MI BEAUTYFUL (trắng đen),Sức khỏe - Làm đẹp,Trang điểm,Trang điểm mắt,,,
8731,kẻ mắt Ink TFS 01 black,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm mắt,,,
11131,Make up Forever nhũ mắt kim cương 01,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm mắt,,,
11731,Màu mắt odbo travel OD1018 #01,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm mắt,,,
14931,bột tán mày obuse,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm mắt,,,
15611,Kích mí lưới Vacosi Eyelid Tape,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm mắt,,,
15631,Phấn Sulwhasoo bản limited 2019 màu hồng,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm mặt,,,
16111,PHẤN MISSHA MAGIC,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm mặt,,,
9491,Son môi dạng nước 07 coral,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm môi,,,
14951,Son kem Maybelline Super Stay Matte INK #15,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm môi,,,
14991,Son bút chì mamonde 11,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm môi,,,
15491,The Healthy Lip Velvet Liquid Lipstick Red-storative Effects,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm môi,,,
15691,Son Blackrouge #MT04,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm môi,,,
15751,son chouchou tròn,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm môi,,,
15771,Sơn dưỡng Lado,Sức khỏe - Làm đẹp,Trang điểm,Trang điểm môi,,,
271,G4y8y - Áo ngắn tay 365 Kids,Thời trang - Phụ kiện,Thời trang bé gái,Trang phục bé gái,,,
811,quần dài bé gái,Thời trang - Phụ kiện,Thời trang bé gái,Trang phục bé gái,,,
1071,Áo dài tay Oshkosh đỏ in hình mặt - size 4y,Thời trang - Phụ kiện,Thời trang bé gái,Trang phục bé gái,,,
4111,Váy cô dâu nhí 66377,Thời trang - Phụ kiện,Thời trang bé gái,Trang phục bé gái,,,
5591,Áo váy kẻ nhí 1y-5y (sz 80-12,Thời trang - Phụ kiện,Thời trang bé gái,Trang phục bé gái,,,
6051,Cv caro to nhỏ bèo nhí 5 nút bọc,Thời trang - Phụ kiện,Thời trang bé gái,Trang phục bé gái,,,
8951,Áo Mickey size 6,Thời trang - Phụ kiện,Thời trang bé gái,Trang phục bé gái,,,
851,Quần dài bo trơn màu bosini 3,Thời trang - Phụ kiện,Thời trang bé trai,Trang phục bé trai,,,
5711,Áo adidasss bé trai trung,Thời trang - Phụ kiện,Thời trang bé trai,Trang phục bé trai,,,
4391,Túi prada đỏ,Thời trang - Phụ kiện,"Cặp, túi, ví nữ","Túi đeo chéo, túi đeo vai nữ",,,
8111,Túi giỏ quai họa tiết,Thời trang - Phụ kiện,"Cặp, túi, ví nữ","Túi đeo chéo, túi đeo vai nữ",,,
15431,TÚI NHỎ,Thời trang - Phụ kiện,"Balo, túi, cặp  & phụ kiện","Phụ kiện balo, túi, cặp",,,
6431,Túi Tote BTS,Thời trang - Phụ kiện,"Cặp, túi, ví nữ",Túi tote nữ,,,
4891,Vali Nhựa C3,Thời trang - Phụ kiện,"Vali, phụ kiện vali",Vali,,,
4411,Ví to FY(ĐEN),Thời trang - Phụ kiện,"Cặp, túi, ví nữ",Ví nữ,,,
6451,Ví hình trung,Thời trang - Phụ kiện,"Cặp, túi, ví nữ",Ví nữ,,,
8751,Panettone Leather Wallet Louboutin,Thời trang - Phụ kiện,"Cặp, túi, ví nữ",Ví nữ,,,
9011,Vòng tay da Moschino (bản nhỏ),Thời trang - Phụ kiện,Trang sức nữ,"Vòng, lắc tay, lắc chân nữ",,,
10231,Lắc tay charm animal,Thời trang - Phụ kiện,Trang sức nữ,"Vòng, lắc tay, lắc chân nữ",,,
12191,Vòng thạch anh tóc xanh trơn,Thời trang - Phụ kiện,Trang sức nữ,"Vòng, lắc tay, lắc chân nữ",,,
13991,Vòng tay Thạch Anh Ưu Linh 740k,Thời trang - Phụ kiện,Trang sức nữ,"Vòng, lắc tay, lắc chân nữ",,,
31,Jean GC NY 9353,Thời trang - Phụ kiện,Thời trang nữ,Quần jean nữ,,,
411,"Stainless Steel Hand H File,20, 25mm, 6pcs/box",Đồ gia dụng,Sửa chữa nhà cửa,Tua vít,,,
571,sét đồ bộ 51,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Set quần áo Nam/Nữ,,,
731,Quần dài ss carter không bo rẻ số 1,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Quần Nam/Nữ,,,
991,Bộc cộc tay FanQ đại 219,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Set quần áo Nam/Nữ,,,
1051,SÓC BÒ 26-35,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Quần Nam/Nữ,,,
1151,set tim đỏ nhạt,Thời trang - Phụ kiện,Thời trang nữ,"Jumpsuits, set đồ nữ",,,
1351,BB nỉ nơ lụa da,Thời trang - Phụ kiện,Thời trang nữ,Áo nữ khác,,,
1411,q 99102 bom cạp cườm,Thời trang - Phụ kiện,Thời trang nữ,Quần nữ khác,,,
1511,"Cn Uniqlo/hn sr10trm&sz-22/2,23/2,24/2,25/1,26/1,27/1,28/1ck45. Jean boy co gian 3 mau",Thời trang - Phụ kiện,Thời trang nam,Quần jeans nam,,,
1671,SETVEST3MON,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Set quần áo Nam/Nữ,,,
1691,Lụa cao cấp xuất âu,Đồ gia dụng,"Đồ dệt, may, thêu",Vải,,,
1771,Quần 712,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Quần Nam/Nữ,,,
2071,BG cắt gối 2 bên - Xám,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Quần Nam/Nữ,,,
2111,Áo thun supre lưới lưng-đen,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Áo Nam/Nữ,,,
2271,XA. Đen tay dài trắng,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Áo Nam/Nữ,,,
2431,EF2319. Giày das sz 42,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Giày dép Nam/Nữ,,,
2451,Quần 8382,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Quần Nam/Nữ,,,
2531,TÚI HỘP BLINK,Thời trang - Phụ kiện,"Cặp, túi, ví nữ",Túi xách tay nữ,,,
2551,AO DA QC 1150,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Áo Nam/Nữ,,,
2771,Áo Cara thô boy ren,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Áo Nam/Nữ,,,
2811,Túi bao tử bóng,Thời trang - Phụ kiện,"Balo, túi, cặp  & phụ kiện","Balo, túi, cặp & phụ kiện khác",,,
2971,áo pabe xanh lá đại,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Áo Nam/Nữ,,,
3071,Quần short 1655230,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Quần Nam/Nữ,,,
3231,9008-tanktop,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Áo Nam/Nữ,,,
3271,Áo len vân nhỏ nâu ngang thân,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Áo Nam/Nữ,,,
3351,Jean rách đùi B220 đen - L,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Quần Nam/Nữ,,,
3491,TT 12196 6F chần chỉ 240,Thời trang - Phụ kiện,Thời trang nữ,Chân váy,,,
4011,Bộ BG 2501 áo kẻ quần kem,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Set quần áo Nam/Nữ,,,
4091,SET TT ADIDAS THUN LẠNH,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Set quần áo Nam/Nữ,,,
4151,G27893. Giày stan smith trái tim sz 36,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Giày dép Nam/Nữ,,,
4471,Quần jeans dài 36,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Quần Nam/Nữ,,,
4531,Bluetooth cho nón BH,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Mũ nón Nam/Nữ,,,
4611,YẾN CHƯNG HŨ NGƯỜI LỚN,Sức khỏe - Làm đẹp,Thực phẩm chức năng,Thực phẩm chức năng sức khỏe,,,
4751,"Bbr áo khaocs vải gió ,ỏng bright bllue 48",Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Áo Nam/Nữ,,,
4771,Icons Flannel Shirt,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Áo Nam/Nữ,,,
4871,Bóng sau LED ĐH321,Đồ gia dụng,Thiết bị chiếu sáng,Bóng đèn,,,
4911,AK Das 49 đỏ trắng (291018) -XL,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Áo Nam/Nữ,,,
4991,Áo muji kẻ nhiều mẫu xinh,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Áo Nam/Nữ,,,
5191,Quần lững bò BT,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Quần Nam/Nữ,,,
5511,ÁO KIỂU 23,Thời trang - Phụ kiện,Thời trang - Phụ kiện không phân biệt giới tính,Áo Nam/Nữ,,,
